ResponseID,Finished,Career,Q3a,Q3b,Q3c,Q3d,Q3e,Q3g,Q3f,Q5Club,Q5Vol,Q5Garden,Q5Hub,Q5Farm,Q5Web,Q5Movie,Q7Grown,Q7behavior,Q7aware,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q9l,Q9m,Q9n,Q11foot,Q11Bio,Q11Equity,Q11PP,Q11Goals,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Status,Level,Time,Do you consider yourself:,Highest1,Highest2,Background,Woman,Man,TransW,NonBinary,PreferNotToAnswer,TransM,Residence
R_2zFLORvuooPBgcb,Survey Finished,PUBH,4,4,5,3,3,1,1,,,,,1,,,4,5,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,3,2,1,2,4,5,3,2,3,4,2,0,1,1,1,4,3,1,,,,,,Off Campus
R_1FhuRQ9DrO5yl6H,Survey Finished,PUBH,3,4,4,3,4,4,3,,,,,1,,,3,4,3,2,1,2,2,3,3,3,2,2,3,3,3,2,2,3,2,2,2,3,3,2,4,3,2,3,2,0,1,2,4,5,1,1,,,,,,Off Campus
R_1BQLwG3YmxiSwDu,Survey Finished,PUBH,4,4,4,1,2,1,3,,,,,1,,,3,3,4,1,3,1,1,1,1,1,1,1,1,1,3,1,1,4,4,2,1,2,4,1,1,2,1,3,2,0,1,1,4,4,4,1,,,,,,Off Campus
R_1EihhNslwH6bvOo,Survey Finished,PUBH,4,2,4,2,3,1,3,,,,,,,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,3,5,5,4,3,5,5,4,3,2,3,5,2,0,1,1,5,4,4,1,,,,,,Off Campus
R_33x5JXnqWCZ1uFb,Survey Finished,PUBH,4,2,5,4,4,2,3,1,,,,1,1,,3,4,3,1,1,1,2,1,1,1,3,1,1,1,1,1,1,5,5,3,3,5,5,5,5,5,5,5,2,0,1,1,6,4,4,1,,,,,,Off Campus
R_2uPeH3ZPPAfhImv,Survey Finished,PUBH,4,3,3,3,1,1,1,,,,,,,,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,5,4,3,5,4,4,4,4,4,3,2,0,1,1,4,3,4,1,,,,,,Off Campus
R_2Ep1ENJUibJFwSo,Survey Finished,PUBH,2,2,4,4,2,2,3,,,,1,,,,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,5,4,5,5,5,5,4,2,0,1,1,1,1,4,,1,,,,,Off Campus
R_3I62ux4WKQwb5t5,Survey Finished,PUBH,5,4,5,2,3,1,3,,,,,1,,,3,3,4,1,3,3,3,1,3,1,3,1,1,3,1,1,2,4,2,3,1,1,3,4,3,4,3,5,2,0,1,1,2,2,4,1,,,,,,Off Campus
R_3MFMm6US9iGFH99,Survey Finished,PUBH,4,3,4,4,1,1,1,,,,,,,,2,3,4,3,3,3,3,1,3,1,3,1,3,3,3,3,3,2,1,1,1,1,4,4,3,4,2,2,2,0,1,1,1,1,3,1,,,,,,Off Campus
R_1ozlsABbPWDMHiq,Survey Finished,PUBH,5,4,5,5,3,3,4,1,,,1,1,1,,5,5,5,1,1,1,3,3,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,5,2,0,1,1,3,3,4,1,,,,,,Off Campus
R_1kMsoGDDhjf5L84,Survey Finished,PUBH,5,3,4,4,3,1,3,,,,,,,,3,3,4,1,3,1,1,1,3,1,1,1,1,3,3,1,2,3,2,2,1,3,4,3,3,5,2,3,2,0,1,1,5,5,4,1,,,,,,Off Campus
R_26g3USiWqisVPLU,Survey Finished,PUBH,4,4,4,3,1,1,2,,,,,,,,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,5,5,5,4,3,3,4,2,4,2,0,1,1,4,4,4,1,,,,,,Off Campus
R_3jVsVpg9tAvjcHG,Survey Not Finished,PUBH,4,4,4,3,2,3,4,,,,,1,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_3xbM7H2kiHG933z,Survey Finished,THEO,5,5,5,4,3,3,3,,,,,,,,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,4,1,2,5,5,5,5,5,5,2,0,1,2,4,1,1,,1,,,,,Off Campus
R_pizVtQGrQZYYwh3,Survey Finished,THEO,4,2,4,4,1,1,2,,,,,1,,,3,2,4,1,3,3,1,1,3,1,1,3,1,1,3,1,1,4,5,3,1,5,4,3,2,1,3,2,2,0,1,1,5,7,4,,1,,,,,Off Campus
R_3J9tUKG7Pd7RX4V,Survey Not Finished,UCOL,4,3,4,3,1,1,1,,,,,1,,,3,3,3,1,1,1,1,1,1,1,3,1,1,1,2,3,1,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_27ditHS65XLPonx,Survey Finished,UCOL,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,3,1,3,3,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,1,3,0,1,5,4,6,,1,,,,,On Campus
R_3NUTCEO0R1n2j6s,Survey Not Finished,PUBH,5,5,3,5,5,3,1,,,,,1,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_2YLmjI7iycQ9i0Z,Survey Finished,GSAS,5,5,5,5,5,1,3,,,,,1,1,,3,3,1,1,2,1,1,1,1,1,3,1,2,2,3,1,1,5,5,2,3,3,3,4,3,2,4,3,2,0,1,1,4,4,1,1,,,,,,Off Campus
R_1QiT2hU8C0cYMfC,Survey Not Finished,UCOL,3,4,4,2,5,4,1,,,,1,,1,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_8BPM3AAiBNKIBSp,Survey Finished,GSAS,5,4,4,4,3,1,3,,,,,1,,,3,4,5,1,3,1,1,3,1,1,3,1,1,1,3,1,1,2,3,3,2,3,3,4,3,4,3,4,2,0,1,2,2,4,1,1,,,,,,Off Campus
R_3PpOLpjv6hoOE90,Survey Finished,GSAS,4,5,4,3,5,3,5,,1,,,1,,,4,4,3,1,2,1,2,3,1,1,1,1,1,1,1,1,1,5,5,1,1,2,4,5,5,5,3,4,2,0,2,1,5,4,4,,1,,,,,Off Campus
R_22War9sJpLcnFFI,Survey Finished,GSAS,4,3,4,2,1,1,1,,,,,,,,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,1,3,2,3,2,0,1,1,4,5,4,1,,,,,,Off Campus
R_2YtwmHIfnS3NLXt,Survey Finished,PUBH,4,5,4,4,3,2,3,,,,,,1,,4,4,4,1,1,3,3,1,1,1,1,1,1,2,3,1,1,2,3,1,3,2,5,5,5,5,5,5,2,0,1,2,4,4,1,1,,,,,,Off Campus
R_2eQOgiXti17OMyb,Survey Finished,PUBH,4,3,5,5,3,3,5,,1,,1,,1,,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,4,5,5,5,5,5,2,0,1,1,1,6,2,,1,,,,,Off Campus
R_2PpVNDAM031DV5k,Survey Finished,PUBH,4,5,4,5,3,2,2,,,,,1,,,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,2,3,4,5,4,5,4,5,2,0,1,2,5,6,1,,1,,,,,Off Campus
R_3kLZ8IX5KKRTobM,Survey Finished,PUBH,5,4,4,1,5,1,3,,,,,,1,,3,2,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,2,0,1,1,4,3,4,1,,,,,,Off Campus
R_2rjz8OqWony0sTN,Survey Not Finished,PUBH,3,4,4,1,2,1,2,,,,,,1,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_25ua7GSI6D37i9R,Survey Finished,PUBH,4,4,4,2,2,1,2,,,,1,1,,,3,4,3,1,1,1,3,1,3,1,1,1,1,1,1,3,1,5,5,1,5,5,4,5,3,5,4,4,2,0,1,1,5,1,4,1,,,,,,Off Campus
R_31BMkA3MEXpJ1WF,Survey Finished,PUBH,4,5,4,2,3,1,3,,,,,,,,3,4,3,1,3,3,1,1,3,1,3,1,1,1,1,1,1,5,2,2,2,1,5,5,3,3,3,5,2,0,1,1,3,4,6,1,,,,,,Off Campus
R_3GjlOdxKQJXecfA,Survey Finished,PUBH,4,2,4,1,1,1,3,,,,,,,,2,3,4,1,3,1,3,1,1,1,3,1,1,1,1,1,1,4,3,3,1,2,4,3,2,3,2,3,2,0,1,1,1,1,4,1,,,,,,Off Campus
R_3CUwQlLUWc6mahI,Survey Finished,PUBH,5,5,5,5,5,5,5,,,,,,,,4,4,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,2,0,1,1,5,5,4,,,,,1,,Off Campus
R_bpEeXgaM2k4fLEJ,Survey Finished,PUBH,4,5,5,3,5,1,2,,,,,,1,,4,4,5,3,3,1,2,3,1,2,1,1,1,1,1,1,1,1,,3,3,3,5,4,4,4,4,4,2,0,1,1,4,5,1,1,,,,,,Off Campus
R_3qWquucd5MvoGkK,Survey Not Finished,PUBH,5,5,2,2,3,1,2,,,,,,,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_3sjeolZm29708YK,Survey Finished,PUBH,5,3,4,4,2,1,5,,,,,1,1,,3,3,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,3,2,4,3,4,2,3,4,,2,0,1,1,4,5,1,1,,,,,,Off Campus
R_21j0eYU061lorlA,Survey Finished,GSAS,5,5,4,4,3,1,1,,,,,,1,,3,4,4,3,3,3,3,1,1,1,1,1,1,1,3,1,1,5,2,2,2,2,4,5,3,5,2,4,2,0,1,1,1,1,3,1,,,,,,Off Campus
R_1MS5AGYmELfEKKY,Survey Finished,GSAS,5,4,4,4,3,1,3,,,,,1,,,2,2,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,4,4,4,1,2,5,5,5,5,5,5,2,0,1,1,1,3,2,1,,,,,,Off Campus
R_2scDtLPuAFVmech,Survey Finished,GSAS,3,3,4,5,3,1,1,,,,,,,1,3,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,4,2,0,1,2,4,4,1,,1,,,,,Off Campus
R_2zl23MUC4RmwnsK,Survey Finished,GSAS,4,4,4,3,1,1,1,,,,,1,,,3,3,2,1,1,3,2,1,3,1,1,3,1,1,3,3,2,5,5,5,1,4,3,5,3,4,4,3,2,0,1,2,4,1,2,,1,,,,,Off Campus
R_6ok1TayOE19bOmJ,Survey Finished,UCOL,4,3,2,2,2,3,1,,,,,,,,1,1,1,1,3,1,1,3,,,,,,,,,,1,1,3,1,1,2,1,1,1,1,2,1,3,0,2,5,1,,1,,,,,,Off Campus
R_2WIsFg9f3753phF,Survey Finished,UOXF,3,3,5,5,5,4,4,,,1,,,,,2,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1,5,1,5,5,5,2,5,5,1,3,0,1,5,4,2,1,,,,,,On Campus
R_56VJvl0gGrbn4pH,Survey Finished,UCOL,3,4,4,3,4,5,4,,1,,,,,1,3,4,2,2,3,1,2,3,2,2,3,3,1,2,,1,2,1,3,3,5,3,2,3,2,4,1,4,1,3,0,1,5,5,4,,1,,,,,On Campus
R_3Hq0D8jTNXPzqKm,Survey Finished,UCOL,3,3,3,4,1,1,1,,,,,,,,2,3,3,1,1,1,1,1,3,1,1,1,3,1,3,1,2,3,2,3,3,2,3,3,2,4,2,3,1,4,0,1,6,7,4,1,,,,,,On Campus
R_1Dvu1e2cQd6COVS,Survey Finished,UCOL,4,2,3,4,1,1,3,,,,,1,,,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,2,2,1,3,5,3,5,2,3,1,3,0,1,6,5,4,1,,,,,,On Campus
R_1Ijeuz2CuzXAICz,Survey Finished,UOXF,5,4,4,3,5,2,2,,,1,,,1,1,3,4,3,1,1,1,2,1,1,1,1,1,1,1,3,1,1,5,5,3,3,5,5,5,3,5,5,5,1,3,0,1,4,4,1,1,,,,,,On Campus
R_1LA8RqpOpSaZYeP,Survey Finished,UCOL,4,5,4,2,2,2,1,1,,,,,,,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,2,4,5,4,4,3,5,1,3,0,1,4,1,1,,1,,,,,On Campus
R_1BReqC7rwEmwykR,Survey Finished,UCOL,5,5,5,5,5,3,5,1,,,,1,,,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,3,0,1,6,5,4,1,,,,,,On Campus
R_28GJdhtzCv5QL81,Survey Finished,UCOL,1,1,1,1,1,1,1,1,1,1,1,,,,2,1,2,1,2,1,1,1,1,3,3,3,3,3,3,3,2,2,2,3,1,2,2,1,3,4,4,4,1,3,0,1,4,4,4,1,,,,,,On Campus
R_YPtS3FRTHWHvnlT,Survey Finished,UCOL,4,3,4,4,3,1,2,,,,,,1,,3,3,2,1,1,1,1,1,3,1,3,1,3,1,3,1,1,3,2,1,2,1,4,4,4,4,3,2,1,3,0,1,4,1,2,1,,,,,,On Campus
R_2zow2AquNV9d0E1,Survey Finished,UCOL,4,4,3,4,3,3,5,,1,,,1,1,,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,4,4,5,3,4,1,4,0,1,6,5,4,1,,,,,,On Campus
R_27JQIkTJgjoEuYJ,Survey Finished,UOXF,3,4,5,5,5,1,2,,,,,1,,,3,4,5,1,3,1,1,1,1,1,1,1,3,,,,,2,3,2,1,1,3,3,2,1,2,2,1,3,0,1,4,4,3,1,,,,,,On Campus
R_290z896U104Wiog,Survey Finished,UCOL,4,4,4,3,4,3,3,,,,,1,,,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,3,3,4,5,3,3,5,4,4,1,3,0,1,5,5,4,1,,,,,,On Campus
R_SDbtMqA7HGcoKvD,Survey Not Finished,UCOL,4,3,3,4,3,2,3,,,,,1,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_1pDwitWPiQDl7QK,Survey Not Finished,UCOL,4,4,4,3,5,1,2,,,,1,1,1,1,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_2pJiqTHX26JpmD0,Survey Finished,UCOL,4,3,3,4,2,1,1,,,,,,,1,3,3,4,3,3,1,1,3,3,1,1,1,3,1,3,1,1,4,4,3,2,2,3,3,3,4,3,3,1,3,0,1,3,3,4,1,,,,,,On Campus
R_3lAFRPaCPKAHzFr,Survey Finished,UCOL,1,1,1,1,1,1,3,,,,,,,,5,1,5,1,1,3,1,1,3,1,2,1,3,1,1,3,1,5,2,1,1,1,1,2,1,3,1,1,1,3,0,1,5,4,3,,1,,,,,On Campus
R_2riIxF481gHxHEN,Survey Not Finished,UOXF,4,5,4,4,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_2s6C8weM5n3bOjt,Survey Finished,UCOL,4,3,4,3,2,1,2,,,,,1,,1,3,3,3,3,3,1,1,3,3,1,1,1,3,1,3,1,1,3,2,3,1,1,2,3,1,4,2,1,1,3,0,1,1,1,6,1,,,,,,On Campus
R_3fl4IT6vlitEnWS,Survey Finished,UCOL,4,3,4,5,5,1,2,,,,,1,1,,3,3,4,3,1,1,3,1,1,1,1,1,1,1,3,1,1,3,4,1,1,3,5,5,5,5,4,5,1,3,0,2,5,4,2,1,,,,,,On Campus
R_REK4Gj0DH7yzvix,Survey Finished,UCOL,4,2,4,5,5,1,3,,,,1,1,,,2,3,3,1,3,1,2,1,1,1,1,1,1,1,1,1,3,4,5,1,1,1,3,4,4,4,4,5,1,4,0,1,6,4,4,,1,,,,,On Campus
R_DUEgL1FUGWStNAJ,Survey Finished,UCOL,5,3,4,3,3,3,4,1,,,,1,,1,3,3,4,1,1,3,3,1,1,1,3,1,1,1,1,1,1,3,4,2,2,4,4,4,4,5,4,4,1,3,0,1,4,4,6,,1,,,,,On Campus
R_234ykDGsOyuvTII,Survey Not Finished,UCOL,5,3,4,3,3,2,3,,,,,1,1,,4,5,4,1,1,1,2,3,3,1,1,1,3,1,1,1,1,3,4,1,2,1,,,,,,,,0,0,,,,,,,,,,,On Campus
R_1JEJCndcL5iE2uN,Survey Finished,UCOL,4,5,3,3,2,1,2,,,,,,1,,3,3,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,2,6,6,6,,,,1,,,On Campus
R_9AWvm0FKeX5YouJ,Survey Finished,UCOL,3,4,3,4,2,2,3,,1,,,1,,,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,2,3,3,3,3,1,3,0,1,1,1,1,1,,,,,,On Campus
R_2vjnRkYWJqN18Uf,Survey Finished,UOXF,5,5,4,4,2,2,5,,,1,,1,,,3,3,4,1,1,1,3,1,1,1,3,1,1,3,3,1,1,4,4,3,3,2,5,5,4,5,4,5,1,3,0,1,4,2,1,1,,,,,,On Campus
R_2rMZGVA42ycdA62,Survey Finished,UOXF,5,4,5,3,2,4,5,,,,,,,,2,3,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,2,4,4,3,1,1,4,1,3,0,1,1,4,6,1,,,,,,On Campus
R_O8NBCZcYFIP6TjH,Survey Finished,UCOL,4,3,3,4,3,2,5,,1,,,1,1,,3,3,2,3,3,3,3,3,3,1,3,1,1,3,3,3,1,5,5,3,2,3,5,5,4,4,2,4,1,3,0,1,5,5,4,,1,,,,,On Campus
R_24OTgKzcDXzPsRC,Survey Finished,UCOL,4,4,4,2,1,2,3,,,,,1,,,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,2,4,5,5,5,5,3,1,3,0,1,5,4,4,,1,,,,,On Campus
R_V4hkhyJ2HB2adSF,Survey Not Finished,UOXF,4,3,4,2,1,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,,,,,,,,0,0,,,,,,,,,,,On Campus
R_3IPOzgJLzqx46nt,Survey Finished,UOXF,5,5,4,2,4,1,1,,1,,,1,,,2,3,4,1,3,3,1,1,3,1,1,1,1,1,1,1,2,5,4,1,1,2,5,5,5,4,5,5,1,3,0,1,5,3,4,1,,,,,,On Campus
R_1pXSUrmrEe7ior3,Survey Finished,UCOL,4,3,4,4,2,1,1,,,,,1,,,3,3,3,3,3,2,3,1,3,1,1,3,3,3,3,3,1,2,2,2,1,1,2,2,2,4,2,1,1,3,0,1,5,1,1,1,,,,,,On Campus
R_3Gp8CO3w0C6UARu,Survey Finished,UCOL,4,4,4,5,2,1,2,,1,,,1,,,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,4,2,5,5,4,1,3,0,1,5,5,4,1,,,,,,On Campus
R_1dceeRkEbKGdkbW,Survey Finished,UCOL,4,5,5,3,4,4,4,,1,,,1,,,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,1,1,5,3,3,3,3,5,5,5,5,4,5,1,3,0,1,1,6,1,1,,,,,,On Campus
R_39pTY6Bi4ZLK65P,Survey Not Finished,UCOL,5,4,4,5,3,1,3,,,,,1,,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_zVwW0PWFcROCcP7,Survey Finished,UCOL,3,4,3,2,2,2,3,,,,,1,,1,3,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,3,3,3,3,4,3,2,3,4,1,3,0,1,4,4,1,1,,,,,,On Campus
R_3nkJCUabHe4F52y,Survey Finished,UCOL,4,5,5,4,3,2,4,,1,,,1,,1,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,3,4,4,4,1,3,0,1,4,5,6,1,,,,,,On Campus
R_2ZNwCDkU85jeHRl,Survey Finished,UCOL,3,2,2,4,1,2,5,,,1,,1,,,3,2,5,1,1,1,3,1,3,1,1,3,1,1,3,1,2,2,2,3,1,1,4,2,,3,4,4,1,3,0,1,5,4,4,1,,,,,,On Campus
R_2CNhw9vLF7xia6C,Survey Finished,UCOL,4,4,4,4,2,1,1,,,,,1,,,4,4,4,1,1,1,1,1,3,1,1,1,1,1,3,1,1,5,5,1,1,1,4,3,2,1,1,2,1,3,0,1,4,5,3,1,,,,,,On Campus
R_72ttOf5aG6ycQW5,Survey Finished,UCOL,4,4,4,3,2,1,2,,,,,1,,,2,2,2,3,1,3,1,3,1,1,1,3,1,1,3,1,1,5,5,3,2,2,3,4,4,3,3,3,1,3,0,1,6,5,1,,1,,,,,On Campus
R_3gTow7NVARhoD4c,Survey Finished,UOXF,4,4,4,2,3,2,4,,,,,,,,1,2,3,1,3,1,1,1,1,1,1,3,1,1,1,1,3,5,5,3,5,4,5,3,5,4,4,5,1,3,0,1,6,3,4,1,,,,,,On Campus
R_2wnW7AK8rQ7Spcg,Survey Finished,UCOL,3,3,3,3,3,3,3,,,,,1,1,,3,3,3,2,1,1,1,1,1,1,2,1,3,1,3,1,1,1,4,3,1,2,3,3,3,3,3,3,1,3,0,2,5,4,1,1,,,,,,On Campus
R_31tp5Q5eeeK4kHy,Survey Not Finished,UCOL,3,3,3,3,3,3,3,,,,,1,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_RnyNIqjfEm9kg5X,Survey Finished,UOXF,5,5,4,4,3,1,4,,1,,,,,,2,2,3,1,1,3,2,1,1,1,1,1,1,1,3,1,2,5,5,3,2,5,5,5,4,5,4,5,1,3,0,2,6,6,6,,1,,,,,On Campus
R_1ey4g3a34dZFYVt,Survey Finished,UCOL,3,4,5,5,2,3,4,,1,,,1,1,,3,4,3,3,1,1,3,1,1,1,1,1,3,3,1,1,1,3,4,3,3,3,4,3,3,3,4,4,1,3,0,1,4,3,4,1,,,,,,On Campus
R_W7BbeUSBP8xCyMp,Survey Finished,UCOL,3,3,3,3,3,3,3,,1,,,1,,,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,1,3,0,1,3,1,4,1,,,,,,On Campus
R_1loaf91uoqES0zo,Survey Finished,UCOL,5,3,5,5,5,4,5,1,1,1,,1,1,,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,3,5,5,5,1,2,4,1,3,0,1,2,4,4,1,,,,,,On Campus
R_1ODNw1tbf3p5M7m,Survey Finished,UCOL,5,2,4,5,1,1,1,,,,,1,1,,4,3,2,1,1,3,1,1,1,1,1,1,3,1,1,1,2,5,5,2,2,1,4,5,4,5,2,3,1,3,0,1,5,5,1,,1,,,,,On Campus
R_ebae27isscbDHYR,Survey Finished,UCOL,4,4,4,4,4,2,2,,1,,,1,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,1,4,0,1,5,5,1,1,,,,,,On Campus
R_2OJgHAviYJWSLGj,Survey Finished,UCOL,3,3,5,5,3,1,1,,,,,,,,2,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,4,3,1,1,1,3,3,2,4,2,2,1,4,0,2,6,5,1,1,,,,,,On Campus
R_3nqEQ1USRMTUyYq,Survey Finished,UCOL,5,5,4,3,2,1,1,,,,,1,,,2,3,3,1,1,1,1,1,1,2,2,1,1,1,2,1,2,5,5,5,2,3,3,4,3,5,3,4,1,3,0,1,6,3,,,,,,1,,On Campus
R_2timP3mXeP5HLlr,Survey Finished,GSAS,5,2,4,1,1,1,3,,,,,,,,1,1,1,1,3,3,3,1,1,1,2,1,3,1,3,1,1,2,3,1,1,3,4,5,5,1,5,5,2,0,1,1,5,4,4,,1,,,,,Off Campus
R_3HnWfXyLmx7Xotr,Survey Finished,GSAS,4,4,4,4,3,1,3,,,,,1,,,3,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,5,4,5,3,3,4,3,2,4,5,4,2,0,1,1,5,4,4,1,,,,,,Off Campus
R_27QfQRlQnNQvDYD,Survey Finished,GSAS,4,3,4,4,1,1,1,,,,,1,,,2,2,2,1,3,3,1,1,3,1,1,1,1,1,3,1,1,5,5,5,5,2,3,3,3,4,3,3,2,0,2,1,4,4,4,1,,,,,,Off Campus
R_2tgsTKNSoLja4PQ,Survey Finished,GSAS,5,5,5,5,5,5,5,1,,,,,1,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,0,1,2,4,4,1,,1,,,,,Off Campus
R_Pzm031XGI3pybFD,Survey Finished,GSAS,2,4,4,3,4,1,4,,,,,1,,,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,5,1,1,5,4,4,4,4,4,4,2,0,1,2,4,2,1,,1,,,,,Off Campus
R_33l3NwFIUblX6B4,Survey Finished,GSAS,4,5,4,4,3,1,1,,,,,1,1,,4,4,4,3,3,3,2,3,3,1,3,3,3,3,3,3,1,1,3,3,3,4,4,4,5,5,4,3,2,0,1,2,3,1,1,1,,,,,,Off Campus
R_2bOdA61zvLkzZpJ,Survey Finished,GSAS,4,4,4,4,5,1,4,,,,,1,,,2,4,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,3,2,2,4,3,4,5,4,4,2,0,1,1,6,1,4,1,,,,,,Off Campus
R_3EatlC5ZKR8cAO7,Survey Finished,GSAS,3,3,2,4,4,1,3,,,,,,,,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,2,2,3,3,3,1,2,2,2,0,1,1,4,4,3,1,,,,,,Off Campus
R_3iQNgkm8BBbDE2w,Survey Finished,GSAS,4,3,4,5,3,1,5,,,,,,,,2,3,4,1,3,3,2,3,1,1,1,1,1,1,3,1,2,3,3,2,1,1,4,5,5,5,5,5,,0,0,,,,,,,,,,,Off Campus
R_1DOobSYdTdhI4QG,Survey Finished,GSAS,4,3,4,2,3,1,3,,,,,1,1,,2,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,3,4,4,4,3,5,4,4,2,0,1,1,4,4,4,1,,,,,,Off Campus
R_eWhUTmHbmBpVPCV,Survey Not Finished,THEO,4,4,4,1,4,3,3,,,,,,1,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,5,5,5,5,2,0,1,,,,,,,,,,,Off Campus
R_3e7TUrNg1bfWand,Survey Finished,UCOL,4,3,3,5,3,1,3,,,,,,,,3,2,2,1,1,3,3,1,3,1,1,1,1,1,1,1,1,5,5,2,2,2,3,4,4,4,4,4,1,3,0,1,4,4,4,1,,,,,,On Campus
R_vBJ6SmiNpJu0p45,Survey Finished,UOXF,3,2,5,3,1,2,4,1,,,,,1,,4,3,4,1,1,1,3,1,1,1,3,3,1,1,1,1,1,4,4,3,1,2,5,5,4,2,3,4,1,3,0,1,4,3,1,,1,,,,,On Campus
R_31KTgNEpzwbOLfq,Survey Finished,UCOL,4,5,5,3,3,3,4,,1,,,,,,3,3,3,1,1,1,3,3,1,1,1,1,3,1,3,1,1,5,5,5,4,1,4,4,4,3,3,2,1,3,0,1,4,3,1,,1,,,,,On Campus
