ResponseID,Finished,Career,ProgramDescr,Level,AcadPlan1Name,AcadPlan1,AcadPlan1Type,DormBuilding,OrignAddrCntry,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q1.h,Q1.1,Q1.2,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q3.i,Q3.j,Q3.k,Q3.l,Q3.m,Q3.n,Q3.o,Q3.1.a,Q3.1.b,Q3.1.c,Q3.1.d,Q4.1,Q4.2,Q4.3,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5.a,Q5.5.b,Q5.5.c,Q5.5.d,Q5.5.e
R_1dB7fZcBelbHG1k,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,6,5,5,6,2,3,2,5,2,2,5,4,2,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,1,3,0,1,6,5,4,1,0,0,0,0
R_z891x89BYWjjXax,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,7,6,5,7,3,3,3,6,5,3,6,7,7,7,7,7,5,5,4,5,4,4,5,4,4,5,5,4,5,5,3,1,1,1,0,1,3,0,1,6,6,4,1,0,0,0,0
R_WCgn468B12ng0EN,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Smith Hall,USA,5,3,4,3,2,1,1,3,3,3,4,5,3,6,2,1,5,4,5,5,4,3,4,4,3,4,3,2,4,4,3,1,1,0,0,1,3,0,1,1,1,4,0,0,1,0,0
R_3hcnmufGscwnauU,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,7,2,6,3,1,4,1,3,3,4,4,3,4,3,5,6,0,3,0,3,4,0,5,0,3,0,0,0,0,2,4,1,1,0,0,1,4,0,1,1,1,2,1,0,0,0,0
R_1C1vvvJa0wANBqq,Survey Complete,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,3,2,4,4,4,4,6,3,5,4,5,5,6,4,5,6,5,0,5,4,4,4,5,0,0,0,4,0,4,,,0,1,0,1,1,4,0,1,1,4,1,1,0,0,0,0
R_3KPACgNm17KhVw8,Survey Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Haygood Hall,USA,5,6,4,7,3,2,1,3,3,5,4,7,6,7,5,5,5,4,0,5,5,5,5,0,5,0,5,5,5,4,5,1,1,0,0,1,3,0,1,1,1,2,1,0,0,0,0
R_28OJUOsW2ImxtBy,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,5,5,5,1,5,5,4,1,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,3,0,1,1,4,4,1,0,0,0,0
R_2u8MjHYEY3I2ak1,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Alabama Hall,USA,5,5,4,3,2,4,1,5,2,2,4,4,4,2,4,4,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,3,0,1,5,6,4,0,0,1,0,0
R_xF6SM12p80nQ0gx,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Smith Hall,USA,5,4,5,7,1,1,1,1,2,2,1,1,1,4,1,2,5,3,3,4,5,4,4,4,4,4,4,4,4,3,4,1,1,0,0,1,3,0,1,1,1,2,1,0,0,0,0
R_2CfSmWfi7dMfziu,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,5,6,5,5,4,3,2,4,3,2,3,4,5,5,4,3,0,4,3,3,4,4,5,5,5,4,4,5,4,4,5,1,0,0,0,1,3,0,1,8,8,0,0,0,0,0,0
R_1eDXLsnrHk3Rfhp,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,5,4,5,3,2,2,1,4,2,4,6,5,4,2,5,6,5,4,5,5,0,4,5,4,4,4,5,0,5,3,5,1,1,0,0,1,3,0,1,4,5,1,0,0,1,0,0
R_poCCEhu9255VuRr,Survey Not Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,4,5,5,7,3,1,1,4,3,5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1QlKaP8cufk3ZMk,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Smith Hall,USA,5,5,5,4,3,3,1,6,4,5,6,7,6,7,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,0,1,3,0,1,3,4,3,1,0,0,0,0
R_3koxSawzrytSRX1,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Music,MUSICBA,Major,Smith Hall,USA,7,5,5,3,2,2,1,5,5,5,6,6,6,6,6,6,4,0,5,0,4,0,4,0,4,4,0,4,4,4,4,1,1,0,1,1,3,0,1,6,3,4,1,0,0,0,0
R_9WC8PNU1Hs3wcBX,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Alabama Hall,USA,5,3,7,4,4,1,1,5,4,3,7,7,5,7,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,3,0,1,4,3,4,1,0,0,0,0
R_3M38jLASQDKSe41,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Alabama Hall,USA,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,4,4,5,5,5,4,4,4,5,4,5,5,4,4,5,1,1,1,1,1,3,0,1,4,3,1,0,0,1,0,0
R_1FlYPqoOQOX0pjM,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,7,5,7,6,4,1,1,4,2,2,7,4,6,7,5,7,5,5,5,5,5,5,5,4,4,4,5,5,5,3,3,1,1,1,1,2,0,1,1,5,4,4,0,0,1,0,0
R_2rwhKZZFL7Ys92R,Survey Complete,GSAS,Master of Development Practice,Full Stdng,Master of Development Practice,DEVPRACMDP,Major,No Dorm,USA,5,4,5,5,3,1,1,2,1,1,4,5,5,4,5,5,3,5,5,4,5,0,4,4,3,2,3,4,4,2,4,1,1,1,0,2,0,1,1,6,7,4,1,0,0,0,0
R_2tvUTQ6A01L2i5j,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,4,2,1,1,1,1,3,2,3,4,1,2,4,3,6,4,0,0,4,4,4,4,0,5,4,5,5,5,3,3,1,1,0,0,2,0,1,1,4,1,4,0,0,1,0,0
R_2y1MbMN5SMoxqHq,Survey Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Dickey Hall,USA,3,4,6,6,5,3,1,5,5,4,7,6,4,3,2,5,5,4,4,3,4,5,5,5,5,2,0,0,0,5,5,1,0,0,1,1,3,0,1,6,5,4,1,0,0,0,0
R_a463SwJY21Dx8id,Survey Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Dickey Hall,USA,5,5,3,5,6,5,3,3,4,3,6,4,4,6,5,5,4,4,4,5,4,4,5,3,4,4,4,5,4,5,5,1,1,0,0,1,3,0,1,5,6,1,1,0,0,0,0
R_3R2igECpo8uML5P,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hamilton Holmes,USA,7,6,6,7,5,7,7,7,3,3,7,6,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,0,1,4,0,1,4,7,4,1,0,0,0,0
R_ZISfLWJgyW6Iqnn,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,7,7,7,7,2,1,1,1,2,1,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,2,0,4,1,1,1,1,0,0,1,3,0,1,7,7,4,1,0,0,0,0
R_2bJpuUklOrAQvq1,Survey Not Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Thomas Hall,USA,6,3,6,4,3,2,1,3,3,4,6,3,3,4,5,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_Dcpa6GzFfZCGMIV,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,5,2,7,7,2,6,3,2,5,5,7,7,6,7,6,6,5,0,5,5,5,5,5,0,3,5,5,3,5,5,5,1,1,0,0,1,3,0,1,1,5,1,0,0,1,0,0
R_PRRyCJxyAlTO8Nj,Survey Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Stone Hall,USA,5,3,6,7,4,3,3,2,3,4,5,4,4,5,4,5,4,4,4,3,5,4,3,3,5,4,4,4,5,4,4,0,1,0,0,1,3,0,1,3,5,1,1,0,0,0,0
R_0k4bS6RtczHvPb3,Survey Not Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,6,2,6,3,4,2,5,7,3,5,6,5,5,6,5,5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3qVe6uGgXIUTsFQ,Survey Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Murdy Hall,USA,7,7,7,7,7,7,7,7,2,4,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,0,1,5,5,4,1,0,0,0,0
R_10JjwVwfNZrNa8B,Survey Not Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,7,7,7,6,5,4,3,3,5,4,7,6,6,2,5,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1riZeIPIEJVB59b,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,3,3,3,1,1,1,1,1,2,1,1,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,5,6,4,1,0,0,0,0
R_1jVqUAThutJqNLZ,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,4,5,3,5,2,2,2,4,4,3,4,5,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,0,1,5,5,1,0,0,1,0,0
R_338zAF9QUtd60xE,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,4,3,5,5,2,1,1,5,1,1,4,4,3,7,4,4,3,3,3,3,0,3,0,0,0,5,5,5,5,1,1,1,1,1,0,1,3,0,1,4,4,4,1,0,0,0,0
R_qIyWtHq6gd3I6NH,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Music,MUSICBA,Major,Raoul Hall,USA,5,5,5,2,3,3,1,4,2,3,3,3,3,3,3,5,5,4,4,5,0,0,5,3,4,4,5,5,5,3,3,1,1,0,0,1,3,0,1,5,4,4,0,0,1,0,0
R_4NqGSayytlhcWJP,Survey Complete,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Dickey Hall,USA,6,3,7,7,2,5,2,6,4,4,4,5,5,6,6,5,5,3,4,5,5,5,5,4,5,3,3,3,5,4,5,1,1,0,1,1,3,0,1,1,1,4,1,0,0,0,0
R_1FOIxi2rCv9jD8z,Survey Not Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,4,3,3,5,2,2,1,1,1,3,5,4,4,7,3,5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3oGtDELEjdmJqwf,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,4,3,5,3,2,1,1,2,2,2,3,4,5,4,3,3,4,4,5,5,5,4,5,5,4,4,4,4,5,4,3,1,1,1,0,1,3,0,0,4,3,2,1,0,0,0,0
R_12LnrgOI8KkYBDO,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,6,6,6,5,3,4,4,7,4,3,7,7,6,4,6,6,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,1,1,0,0,1,3,0,1,6,6,4,1,0,0,0,0
R_WjU0fBHiKTfYnhD,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Theater Studies,THEASTBA,Major,Turman,USA,3,5,5,3,6,2,1,5,3,3,6,6,6,6,6,5,4,5,5,4,0,0,0,5,0,5,5,5,5,4,5,1,1,0,0,1,3,0,1,7,7,4,1,0,0,0,0
R_espDasbdpb0zseR,Survey Complete,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Fleming Hall,USA,5,5,6,7,6,3,2,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,1,1,0,0,1,3,0,1,3,4,1,0,0,1,0,0
R_2WUVsPhNV7eMKOL,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Alabama Hall,USA,5,4,5,5,3,3,1,4,3,4,5,4,4,3,3,4,4,3,4,5,4,5,5,3,4,3,4,5,4,4,4,1,1,0,1,1,3,0,1,4,4,4,1,0,0,0,0
R_2dZuFSoOzrlrzTC,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Alabama Hall,USA,6,6,6,6,4,3,1,3,2,3,7,4,4,4,5,7,5,4,5,4,4,0,5,0,3,5,5,3,5,2,5,1,1,0,0,1,3,0,1,5,5,6,1,0,0,0,0
R_27JbDkdJfXL8cN0,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,5,3,5,5,1,1,1,4,1,2,3,5,3,7,2,2,5,3,5,4,5,4,3,5,5,4,3,4,5,2,3,1,1,0,0,1,3,0,1,5,7,4,1,0,0,0,0
R_31mFxAjvlait8Gm,Survey Not Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Stone Hall,DMA,5,6,4,7,7,3,,6,3,5,5,7,7,7,7,7,5,3,5,5,2,5,5,5,5,5,3,4,5,5,5,1,1,1,1,1,3,0,1,4,3,4,1,0,0,0,0
R_2DObpaYgEzARQVu,Survey Complete,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,5,3,4,5,6,3,2,5,4,4,4,5,4,4,5,5,0,3,5,4,4,5,5,5,5,4,4,3,4,3,3,1,0,0,0,1,3,0,1,4,5,6,1,0,0,0,0
R_3jZPBX84RkABik9,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,4,3,5,6,1,3,1,5,1,3,6,7,6,7,5,7,5,0,5,5,5,5,5,0,5,5,5,5,5,2,2,1,1,1,1,1,3,0,1,7,4,6,1,0,0,0,0
R_xxyHpLNnb22MkdX,Survey Complete,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Dowman Hall,USA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,5,0,0,0,1,1,0,0,1,3,0,1,2,3,6,0,0,1,0,0
R_33DedNg985ocplr,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,6,5,6,5,3,1,1,1,2,4,5,4,3,6,4,6,5,0,0,4,4,0,5,4,4,4,0,4,5,2,3,1,1,0,0,2,0,1,1,3,4,4,0,0,1,0,0
R_USZt1eJmHfnepJD,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,5,6,5,3,1,1,3,3,5,4,2,6,7,5,1,4,4,5,4,2,4,4,2,3,5,0,3,4,3,5,1,1,0,0,2,0,1,1,5,7,4,0,0,1,0,0
R_23f0EfUsMsT1qjU,Survey Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,6,5,6,4,6,3,4,7,3,5,7,7,7,7,7,7,5,2,5,5,3,5,5,0,5,5,5,5,5,5,5,1,1,0,1,1,4,0,1,5,4,4,0,0,1,0,0
R_R53yg8b5U6wY4Xn,Survey Complete,GNUR,Master of Science in Nursing,Grad Yr 1,Emergency Nurse Practitioner,NRENP,Major,No Dorm,USA,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,0,2,1,5,4,4,0,0,1,0,0
R_1hycod57edRflHj,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,5,4,1,3,1,4,2,1,5,5,4,7,4,5,4,3,4,4,2,4,5,3,3,4,4,4,4,3,4,1,1,0,0,2,0,1,1,4,3,4,1,0,0,0,0
R_3rIG0dmUe4d9ZAn,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Mathematics,MATHPHD,Major,No Dorm,USA,6,7,6,6,7,1,1,3,2,2,7,6,5,7,5,4,5,3,3,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1,2,0,1,1,5,6,4,0,0,1,0,0
R_DPhETzCTb6fJyjD,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,6,5,4,3,1,3,4,3,7,4,5,5,5,6,5,4,0,5,4,5,5,5,4,4,4,5,4,4,4,1,1,1,1,2,0,1,1,4,4,4,0,0,1,0,0
R_2xQnc6CxrjkX8fo,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,5,6,3,1,1,1,2,2,7,6,6,4,4,7,5,4,5,5,5,5,3,3,5,5,5,3,5,2,5,1,1,1,0,2,0,1,1,4,4,4,1,0,0,0,0
R_yDgaO3x3b8gFsJ3,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Psychology,PSYCPHD,Major,No Dorm,USA,7,7,7,7,4,2,2,7,3,4,7,6,4,5,6,7,3,5,4,5,5,5,5,2,5,5,4,5,4,4,5,1,1,1,0,2,0,1,0,4,4,1,1,0,0,0,0
R_1g5sU5aXM8RAMzM,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,English,ENGLISHPHD,Major,No Dorm,USA,7,7,5,5,4,2,1,5,3,2,6,7,6,7,6,7,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,1,1,1,1,2,0,1,1,5,1,4,1,0,0,0,0
R_2w0SUsI3EphxVYo,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,6,6,4,1,7,5,2,2,6,7,7,5,4,7,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,1,1,1,0,2,0,1,1,1,4,4,1,0,0,0,0
R_6MDn8OkdhnQnTRT,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,6,5,1,2,2,1,2,2,3,4,5,4,7,4,5,3,4,5,0,5,5,4,0,0,5,4,0,0,5,5,1,1,0,1,2,0,1,1,4,5,4,0,0,1,0,0
R_1ml5wHrh2VHDPEs,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,"Women's, Gender & Sex. Studies",WMNSTPHD,Major,No Dorm,USA,3,3,3,3,3,4,1,,3,2,4,4,5,4,4,5,5,4,4,4,3,3,3,3,3,3,3,4,4,5,3,0,1,0,0,2,0,1,1,6,8,4,0,0,0,1,Trans girl
R_SDyB0pqHBkrexyh,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,5,7,1,2,3,1,6,2,2,5,6,6,2,4,7,5,0,0,0,4,0,5,5,5,5,4,4,5,2,5,1,1,0,0,2,0,1,1,4,4,4,1,0,0,0,0
R_1OoEw7IZuLtnpVf,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Computer Science & Informatics,COMPSCIPHD,Major,No Dorm,IRN,2,2,2,3,7,2,2,2,3,4,3,5,4,6,2,6,3,4,5,4,5,5,4,5,0,5,5,4,5,5,0,1,1,0,1,2,0,1,0,4,3,4,0,0,1,0,0
R_1pX6JPLZc4TVNsA,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,History,HISTORYPHD,Major,No Dorm,USA,7,7,7,7,7,2,1,5,2,2,7,2,2,4,2,6,,,,,,,,,,,,,,,,0,0,0,0,2,0,1,1,5,3,4,1,0,0,0,0
R_2fHdNh6bZdeebWV,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,5,4,5,4,1,1,7,1,2,5,7,6,5,6,7,4,5,0,5,5,5,5,5,4,5,4,5,5,3,4,1,1,0,0,2,0,1,1,4,4,4,1,0,0,0,0
R_2WNpNi76weYTxZs,Survey Complete,GBUS,Evening MBA,Grad Yr 1,Business Administration,BUSMBAEV,Major,No Dorm,USA,5,3,7,4,4,1,1,1,3,2,4,5,3,3,4,3,4,5,0,5,0,0,4,5,5,5,4,0,3,2,2,1,1,0,0,2,0,1,1,4,5,4,1,0,0,0,0
R_3Jw7bcsKFoaoq2G,Survey Complete,GBUS,Evening MBA,Grad Yr 1,Business Administration,BUSMBAEV,Major,No Dorm,USA,2,1,3,1,1,1,3,5,1,3,4,2,4,4,2,3,4,3,5,5,5,4,5,3,3,4,4,5,4,2,2,0,0,0,0,2,0,1,1,4,4,4,1,0,0,0,0
R_2rTQVMX2qnxXcox,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,5,3,5,6,1,1,1,5,3,3,5,4,2,2,1,2,5,2,3,1,5,0,4,4,5,5,5,4,4,5,2,1,1,0,1,2,0,1,1,4,3,4,1,0,0,0,0
R_2bPDZFzHpXsAE1i,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hopkins Hall,USA,7,6,6,7,3,4,1,4,3,4,6,4,4,6,4,5,5,3,3,5,4,0,5,4,5,5,4,4,5,4,3,1,1,1,1,1,3,0,1,5,3,3,1,0,0,0,0
R_3scCD4CcOsHgSYC,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hopkins Hall,USA,4,4,7,5,7,3,4,5,5,5,7,7,7,7,7,7,4,0,0,0,5,0,5,5,5,5,0,0,4,2,2,1,1,0,0,1,3,0,1,3,4,1,1,0,0,0,0
R_x3IgrIBFZ4EtDsl,Survey Complete,GSAS,Master of Development Practice,Full Stdng,Master of Development Practice,DEVPRACMDP,Major,No Dorm,USA,6,6,6,6,6,1,6,6,2,2,7,7,7,3,7,7,5,5,5,5,5,4,5,3,4,3,5,4,5,2,2,1,1,1,1,2,0,1,1,5,5,4,0,0,1,0,0
R_2sYnk4O8tFcKXjY,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Philosophy,PHILPHD,Major,No Dorm,USA,5,6,6,3,7,1,1,1,2,2,7,7,6,5,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,1,1,2,0,1,1,3,1,4,0,0,0,1,unlabled
R_sSDJnOa8C3pUw3D,Survey Not Complete,GNUR,Master of Science in Nursing,Grad Yr 1,Emergency Nurse Practitioner,NRENP,Major,No Dorm,USA,6,3,5,5,5,1,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_241qAT6ewVoNxef,Survey Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,5,7,3,7,1,1,1,2,3,5,4,3,2,4,2,5,0,5,4,0,5,,5,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,5,4,6,1,0,0,0,0
R_3j1jN6nlOaRsxON,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Global Epidemiology,GLEPIMPH,Major,No Dorm,USA,6,3,6,5,2,1,1,3,3,2,6,4,1,7,4,5,4,5,5,5,5,0,4,0,4,4,4,5,5,2,5,1,1,1,0,2,0,1,1,4,3,1,1,0,0,0,0
R_33DWS2eQT1fnxhb,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Health Policy and Management,HPMMPH,Major,No Dorm,USA,6,6,4,2,2,1,1,3,2,3,2,3,2,5,2,6,4,3,5,3,4,3,5,3,3,4,4,5,3,5,3,1,1,1,1,2,0,1,1,6,4,4,0,0,1,0,0
R_D360Wka4O0OxbY5,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,6,5,6,3,3,1,1,3,3,2,6,4,4,6,3,5,5,3,3,5,5,5,5,3,3,3,4,5,5,3,3,1,1,1,0,2,0,1,1,4,4,1,1,0,0,0,0
R_3LbtDCIYvkv65xR,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,7,4,6,7,3,1,1,7,3,5,7,5,4,7,4,7,5,5,5,5,5,0,5,5,5,5,5,5,5,5,,1,0,0,0,2,0,1,1,1,1,4,0,0,1,0,0
R_8xjoX5sBG029AZz,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,6,6,6,4,5,2,5,5,3,4,7,7,7,7,7,7,5,5,5,5,5,5,5,3,4,5,5,5,5,3,3,1,1,0,0,2,0,1,1,4,5,4,1,0,0,0,0
R_1hR0VPA6qBNRzMS,Survey Not Complete,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,4,5,5,2,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_31i9Tzmm1ROqhEg,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Health Policy and Management,HPMMPH,Major,No Dorm,USA,7,6,7,7,4,2,2,2,3,5,7,2,6,6,2,5,5,5,5,5,5,5,5,5,4,4,,5,5,5,5,1,1,0,1,2,0,1,1,6,5,4,1,0,0,0,0
